Feature,Importance
"TRBV6-5, TRBV6-6, TRBV10-3, TRBV6-9, TRBV6-1",0.1658821678579962
"TRBV11-2, TRBV11-3, TRBV7-2, TRBV7-8, TRBV7-9",0.1658821678579962
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6, TRBV6-9",0.1653809521918208
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-4, TRBV6-8",0.1653777392028019
"TRBV7-2, TRBV7-9, TRBV7-1, TRBV5-5",0.16537771576169608
"TRBV5-8, TRBV5-4, TRBV5-5",0.16355946838586918
"TRBV5-5, TRBV5-6, TRBV5-3, TRBV5-8",0.1565907163423164
"TRBV6-5, TRBV6-6",0.15365013029893582
TRBV7-5,0.15299281099137688
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6, TRBV6-1",0.14981880938159922
"TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-3",0.14887571367927577
"TRBV5-5, TRBV5-3",0.14874468191944828
"TRBV6-6, TRBV6-1, TRBV6-5",0.14633863373296851
"TRBJ2-5, TRBJ2-3",0.14586367700063538
"TRBV10-3, TRBV6-5, TRBV6-6, TRBV6-1",0.1452632056911185
"TRBJ2-5, TRBJ2-1",0.1423847346544255
"TRBV6-1, TRBV6-9, TRBV6-5, TRBV6-6",0.14086911750150047
"TRBV6-2, TRBV6-3, TRBV6-1",0.1337266457183315
"TRBV7-9, TRBV6-5",0.1303972820065557
"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-9",0.1303972820065557
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-4, TRBV6-8",0.1281379150827168
"TRBV28, TRBV20-1",0.12788400703040478
"TRBV5-1, TRBV20-1",0.12788400703040478
"TRBV23-1, TRBV27",0.12788400703040478
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV4-2",0.12788400703040478
"TRBV23-1, TRBV28",0.12788384376655154
"TRBV11-2, TRBV11-3, TRBV11-1",0.12537040055054932
"TRBV5-4, TRBV5-8, TRBV4-2, TRBV5-5",0.1251693087305019
"TRBV7-3, TRBV7-4, TRBV7-9",0.12273497483024173
"TRBV7-2, TRBV7-1, TRBV7-8",0.12180087320989472
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-4, TRBV10-3",0.1189365514553295
"TRBV6-5, TRBV6-6, TRBV6-3",0.11887904118710019
"TRBJ2-5, TRBJ1-5",0.11813456397395847
"TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-1, TRBV6-8",0.1148573465925869
"TRBV6-9, TRBV6-6, TRBV6-5",0.11308830946985458
"TRBV7-6, TRBV27",0.11306753735621076
"TRBV6-9, TRBV6-2, TRBV6-3",0.11243500183595952
"TRBV6-9, TRBV6-1, TRBV6-5, TRBV6-6",0.11238085387173859
"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-2, TRBV6-3",0.10939649438836996
"TRBV6-2, TRBV6-3, TRBV6-4, TRBV6-5, TRBV6-6",0.10856690172558844
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-1, TRBV6-2",0.10817987174131707
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-4, TRBV6-3",0.10817585875177144
"TRBV11-3, TRBV11-1, TRBV11-2",0.10757607634233526
"TRBV29-1, TRBV20-1",0.10740098446022879
"TRBV10-3, TRBV6-9",0.10665829575213856
"TRBV6-8, TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3",0.10665829575213848
"TRBV7-2, TRBV7-8, TRBV7-1",0.10492512506084191
"TRBJ2-7, TRBJ2-5, TRBJ2-3",0.10462894667738057
"TRBV7-2, TRBV7-9, TRBV7-3",0.10430524151542818
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV10-3",0.1017166621335143
"TRBV6-8, TRBV6-5",0.0995321686290549
"TRBJ2-1, TRBJ2-7",0.09737344674007226
"TRBJ2-7, TRBJ2-4",0.09603189882263748
"TRBJ2-3, TRBJ2-1",0.09603189882263748
"TRBV5-8, TRBV5-5, TRBV5-3, TRBV5-4",0.0947713272576519
"TRBV20-1, TRBV19",0.0944593449054654
