Feature,Importance
"TRBV6-2, TRBV6-3, TRBV10-3, TRBV6-5, TRBV6-6",0.007836154796825394
"TRBV2, TRBV28",0.007823757445118512
"TRBV11-3, TRBV11-1, TRBV7-3",0.007787190149377611
"TRBJ1-2, TRBJ2-6",0.007722413491008091
"TRBV6-4, TRBV28",0.007539880664039663
"TRBV12-3, TRBV12-4, TRBV6-6",0.007250065174853001
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV10-3, TRBV6-4",0.007191698238767409
"TRBV20-1, TRBV19",0.006829525264429633
"TRBV11-2, TRBV7-2, TRBV7-8",0.0047213202143280685
"TRBV6-3, TRBV6-2, TRBV6-1",0.003101114375067167
"TRBV7-9, TRBV7-4",0.0023824443761419887
"TRBV13, TRBV2",0.0021917141548133097
TRBV6-9,0.001995222828511538
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-7",0.0016774313512804176
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV10-3, TRBV6-3",0.0015900774670058303
"TRBV5-3, TRBV5-5, TRBV5-6, TRBV5-8",0.00152910155648815
"TRBJ2-5, TRBJ1-5",0.001445170159226859
"TRBV6-6, TRBV6-5, TRBV6-1",0.0014369155524041565
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8",0.0014071019299585184
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-9",0.0013521142866590957
"TRBV3-1, TRBV3-2, TRBV9, TRBV14",0.0013027831393069209
"TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-2, TRBV6-3",0.0011368897722648674
"TRBV7-2, TRBV7-6, TRBV7-9, TRBV7-8",0.0010279146132284196
"TRBV7-6, TRBV28, TRBV7-7",0.0009438473404995331
"TRBV7-3, TRBV7-9",0.0009234837335052688
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV10-3",0.0008754268298889003
"TRBV7-7, TRBV28, TRBV7-6",0.000852928473774729
"TRBV6-2, TRBV6-3, TRBV6-9",0.0008217487605609785
"TRBJ2-7, TRBJ2-6",0.0007618875621721664
