,transition_type,gene_segment,freq
114,2,TRBV9,-0.0002636770751249
0,2,TRBV1,-0.0031354478330506
1,2,TRBV10-1,0.0013951119171757
2,2,TRBV10-2,0.0005459507842104
3,2,"TRBV10-2, TRBV10-1",-1.2535883967858e-05
4,2,TRBV10-3,-0.0159655034071682
5,2,"TRBV10-3, TRBV6-1, TRBV6-5, TRBV6-6",-9.291437648844571e-06
6,2,TRBV11-1,0.0012426229401821
7,2,"TRBV11-1, TRBV11-3",-0.0037682299670258
8,2,TRBV11-2,0.0627394049016355
9,2,"TRBV11-2, TRBV7-2, TRBV7-8",3.24444631901343e-06
10,2,TRBV11-3,0.0002563112592019
11,2,"TRBV11-3, TRBV11-1",-0.0045467544468769
12,2,TRBV12-2,0.0001589778696315
13,2,"TRBV12-3, TRBV12-4",-0.001945988162246
14,2,"TRBV12-4, TRBV12-3",0.001278311849691
15,2,TRBV12-5,-0.0003492716763976
16,2,TRBV14,-0.0057046749725978
17,2,TRBV15,0.0262644105161001
18,2,"TRBV15, TRBV10-3",3.24444631901343e-06
19,2,TRBV16,3.56889095091477e-05
20,2,TRBV18,-0.0171816012874168
21,2,TRBV19,-0.01171046084585
22,2,"TRBV19, TRBV6-1, TRBV6-5, TRBV6-6",-1.2535883967858e-05
23,2,TRBV2,-0.0154744264754177
24,2,"TRBV2, TRBV6-1, TRBV6-4",-1.2535883967858e-05
25,2,TRBV20-1,-0.0150705320555075
26,2,TRBV21-1,0.0027588188255312
27,2,TRBV23-1,-0.0069614042241116
28,2,TRBV24-1,0.0053171095482835
29,2,TRBV25-1,0.008959429163276
30,2,TRBV27,-0.0089644256374529
31,2,TRBV28,-0.0034102598914495
32,2,TRBV29-1,0.0005176736150775
33,2,"TRBV3-1, TRBV3-2",-5.958611068182393e-05
34,2,TRBV30,-0.0008413910722457
35,2,TRBV4-1,0.0009376449861947
36,2,"TRBV4-1, TRBV4-3",0.0021973409349214
37,2,TRBV4-2,8.435560429434911e-05
38,2,"TRBV4-2, TRBV4-3",-0.0050133631832083
39,2,TRBV4-3,0.0001103111748464
40,2,"TRBV4-3, TRBV4-1",-0.0005762202713901
41,2,"TRBV4-3, TRBV4-1, TRBV4-2",0.0014506288346696
42,2,"TRBV4-3, TRBV4-2",0.0012134229233108
43,2,"TRBV4-3, TRBV4-2, TRBV4-1",-0.0091482055789697
44,2,TRBV5-1,-0.0050951954964612
45,2,TRBV5-3,3.24444631901343e-05
